index,Price
180,1521261
181,4460625
182,6956408
183,6319343
184,565802
185,6954523
186,8667778
187,4830006
188,1557668
189,8167932
190,3863318
191,2820964
192,4462805
193,7805346
194,7638437
195,4267510
196,9753047
197,3624177
198,860669
199,7036503
200,9459021
201,4926761
202,131528
203,4797715
204,8367819
205,4692473
206,750016
207,2382039
208,5664145
209,8135211
210,5584801
211,1432736
212,506464
213,720832
214,3998837
215,7588459
216,3720966
217,6187763
218,7953987
219,2742969
220,2364238
221,2817093
222,3773433
223,4889545
224,7979814
225,6772439
226,7846550
227,5922837
228,2102507
229,4749790
230,9857591
231,8266738
232,3102824
233,5764899
234,1211903
235,4656909
236,7162085
237,2296251
238,3322653
239,2510331
240,2569159
241,6667090
242,2727484
243,4205001
244,913941
245,4846436
246,9952004
247,3705052
248,2049595
249,3822248
250,7695725
251,1758789
252,4378837
253,4656467
254,2440967
255,5377217
256,3262788
257,2964048
258,5254601
259,4343297
260,7928571
261,9092355
262,9440911
263,9981060
264,6904603
265,5086058
266,9243327
267,4259844
268,3499118
269,1711302
270,3001718
271,3596179
272,906244
273,668810
274,3334111
275,7727108
276,2415399
277,5391846
278,595911
279,1391364
280,2368314
281,7810289
282,2485495
283,8067848
284,5827873
285,7060653
286,4831280
287,4551042
288,7530672
289,6881477
290,755423
291,7524764
292,5255589
293,1381979
294,9683215
295,3408080
296,8975284
297,537474
298,7967455
299,7195452
300,6716858
301,8592421
302,156682
303,7844132
304,1959982
305,5720116
306,1511897
307,6243107
308,1233190
309,5197345
310,2135575
311,2583716
312,441574
313,6418421
314,596368
315,9072703
316,5133256
317,1585737
318,4244458
319,8152416
320,9423817
321,2385303
322,2066040
323,4556981
324,1701640
325,7720901
326,6986286
327,6756449
328,877275
329,1893834
330,6133797
331,7506803
332,9776460
333,4391823
334,2679943
335,7244569
336,6045484
337,3896819
338,1724937
339,3780063
340,5206840
341,8959516
342,7798133
343,1197020
344,287920
345,9733112
346,311540
347,1522617
348,9971343
349,5235811
350,9166469
351,8781844
352,1401609
353,9644804
354,7556102
355,3321226
356,5432856
357,6634761
358,3113002
359,9561794
360,8124967
361,8255531
362,4777359
363,5125998
364,6990801
365,2174135
366,3664324
367,684141
368,3667867
369,6185474
370,7272304
371,9468506
372,7636182
373,5492922
374,9965718
375,7227995
376,3045537
377,5056739
378,7810609
379,2826727
380,3648801
381,7856761
382,5967602
383,3596091
384,9901372
385,9424996
386,9266107
387,9149275
388,7282959
389,456858
390,420109
391,8727635
392,7054841
393,9621908
394,5874772
395,4530819
396,6811962
397,2696500
398,2399963
399,3951861
400,2991455
401,9224166
402,4396622
403,6992725
404,4405680
405,4428881
406,2631846
407,2080498
408,8242875
409,2193013
410,2384282
411,5429875
412,717854
413,1264074
414,316382
415,8797669
416,2689282
417,225154
418,4897621
419,1416444
420,8621707
421,6372643
422,1294455
423,7533994
424,4357413
425,1714713
426,8750930
427,7445849
428,6884955
429,697009
430,1929326
431,9138658
432,2725424
433,8445121
434,3070525
435,3190428
436,4526663
437,2080715
438,829438
439,7411546
440,7025658
441,6816014
442,1989688
443,7831270
444,3239503
445,6207444
446,6415115
447,4894544
448,198113
449,4743233
450,4011927
451,3225463
452,825704
453,5184928
454,3442299
455,7042478
456,3500062
457,8312600
458,5933110
459,2774932
460,2033308
461,1339981
462,3619345
463,3996001
464,1014065
465,9494832
466,1721345
467,1354305
468,187743
469,8768316
470,3504733
471,3705581
472,1804449
473,2917527
474,6125959
475,8762076
476,7474632
477,5931347
478,358590
479,5861178
480,2076952
481,3419858
482,2327199
483,7381633
484,4829950
485,3317071
486,345258
487,1699367
488,5292203
489,7492300
490,934337
491,253306
492,8414286
493,2097055
494,4757399
495,4757684
496,2285256
497,3535978
498,593467
499,8799149
500,2903022
501,9966824
502,5311562
503,8802027
504,3824050
505,9159985
506,1228298
507,7998752
508,4849708
509,9967116
510,3004040
511,1722230
512,7460888
513,2920507
514,3735999
515,8833878
516,5417017
517,3052589
518,7333751
519,5903587
520,5092593
521,2300205
522,6566557
523,8967738
524,2570294
525,442033
526,6065293
527,285070
528,3485191
529,7911959
530,4942484
531,2512712
532,3145023
533,2345456
534,6974792
535,3962525
536,8013677
537,1830404
538,1000441
539,585679
540,3251986
541,2515255
542,9047798
543,3785470
544,5212593
545,9873007
546,480929
547,1923821
548,4307939
549,1749382
550,6409997
551,169064
552,3466854
553,5367826
554,2036249
555,1042060
556,8854197
557,5196145
558,6769211
559,5212643
560,8917571
561,9187253
562,8488234
563,9450996
564,4263960
565,6406383
566,1284169
567,2260418
568,3227736
569,3407553
570,6574056
571,9980005
572,2816411
573,7113500
574,9967745
575,8144665
576,6804674
577,4604888
578,6100266
579,8344235
580,7630620
581,6987210
582,965356
583,6512867
584,4838283
585,7021095
586,4290613
587,3128210
588,2649196
589,4745140
590,713595
591,4538940
592,8039172
593,946677
594,5188889
595,9776505
596,2242714
597,4453610
598,5690346
599,8897522
600,3467663
601,3524420
602,6300141
603,8744252
604,689522
605,8311159
606,9696121
607,6622600
608,7106583
609,2163371
610,6594290
611,4896846
612,5469538
613,7700496
614,6579500
615,7727706
616,1338984
617,9071899
618,9390447
619,3312914
620,9577837
621,9262229
622,1326680
623,677823
624,5187574
625,8745261
626,6276755
627,9304076
628,4911331
629,4565753
630,2525732
631,6567552
632,7097439
633,5628269
634,4753129
635,5541985
636,2336711
637,7273447
638,5040077
639,9733105
640,7694568
641,5059784
642,9797411
643,7560749
644,4955279
645,1748868
646,2994463
647,6574524
648,628878
649,3518782
650,7419391
651,1311624
652,7723750
653,8522038
654,4027651
655,9589423
656,9328953
657,9374012
658,4696997
659,8017092
660,8138750
661,6604465
662,9953294
663,6232062
664,2388143
665,864173
666,6132230
667,7551715
668,7290324
669,2990653
670,5973983
671,8593334
672,956495
673,1568073
674,8790185
675,7652171
676,7307269
677,760492
678,9107828
679,4090176
680,2371463
681,9073787
682,2552639
683,3809566
684,873380
685,1437916
686,2409753
687,940281
688,4636929
689,1100609
690,8577523
691,5205526
692,3836467
693,4842440
694,9522417
695,4701189
696,9809203
697,442533
698,3051545
699,8390729
700,6491547
701,6101192
702,1312930
703,7830858
704,839896
705,6467561
706,5171538
707,8561909
708,2142312
709,7539453
710,6174211
711,9847193
712,4332486
713,663397
714,6002414
715,2607429
716,7022790
717,7671074
718,4884116
719,7256700
720,1878557
721,3626814
722,997004
723,2094561
724,5919106
725,2883788
726,426994
727,5731217
728,523817
729,1117069
730,9354466
731,3685256
732,1065411
733,6543586
734,4113817
735,9836680
736,1415741
737,9297654
738,1469851
739,8662630
740,626919
741,1810281
742,2565696
743,5735347
744,5369724
745,9609020
746,9528148
747,7183250
748,7961750
749,760959
750,9532484
751,3861082
752,4478647
753,7774352
754,8768013
755,8869925
756,6967440
757,901573
758,7335712
759,1237660
760,4387523
761,4837384
762,6515574
763,1347518
764,8882591
765,3010576
766,7830644
767,8518178
768,7635801
769,308345
770,5815004
771,5304229
772,9132467
773,613852
774,467533
775,6615222
776,775918
777,7734435
778,5066908
779,8903274
780,792289
781,5680146
782,8426319
783,6882182
784,7090378
785,1350283
786,8767139
787,9389405
788,122319
789,9416221
790,8948716
791,9961572
792,511200
793,1307108
794,7037589
795,3677418
796,1268823
797,2859708
798,9550733
799,7423800
800,7475596
801,9544466
802,4617940
803,9449837
804,3923322
805,6611810
806,8015864
807,2495217
808,6678176
809,6522694
810,6537180
811,2736673
812,6655485
813,3823536
814,4269065
815,9636387
816,7640052
817,8631449
818,536363
819,6004689
820,3681123
821,6099676
822,9119355
823,6096903
824,958418
825,5123735
826,189567
827,1966060
828,4748801
829,1553138
830,4047012
831,8341882
832,9347643
833,9219193
834,6343721
835,6788435
836,7938480
837,9567259
838,6158004
839,3337813
840,4978512
841,482314
842,3584195
843,8661300
844,2028282
845,3193679
846,5863197
847,7742315
848,3692081
849,8784789
850,4372738
851,9521809
852,7846083
853,204882
854,1200132
855,5240088
856,798142
857,5500247
858,5194160
859,345117
860,9874615
861,2647321
862,8956288
863,8298142
864,8272419
865,413224
866,9208898
867,8854469
868,1040716
869,3575598
870,2919050
871,8467017
872,6202942
873,5103187
874,1693385
875,7766484
876,8609239
877,9345003
878,5993575
879,1429492
880,2040304
881,3195511
882,4168615
883,8092763
884,3925801
885,4277113
886,4493842
887,6442441
888,3854075
889,9945963
890,1453913
891,8749812
892,3517914
893,2256183
894,5386043
895,3116864
896,5579809
897,3259524
898,515886
899,4580768
900,7722250
901,6672593
902,2252482
903,8914815
904,2998587
905,8410462
906,6502344
907,5449698
908,6462965
909,3736793
910,9752262
911,8708496
912,2194616
913,2481141
914,7805315
915,8743556
916,6754438
917,3387804
918,1924154
919,9439502
920,5895568
921,8302975
922,4432252
923,6252495
924,6863807
925,5695799
926,8270370
927,1168954
928,8746055
929,7688990
930,8051652
931,207014
932,7395313
933,5397941
934,6940145
935,1509936
936,1153478
937,2708244
938,7171011
939,1410142
940,7263036
941,422743
942,3452999
943,7716143
944,1524032
945,4990200
946,2857647
947,7764541
948,1752472
949,4269825
950,448097
951,2575623
952,2006987
953,4397450
954,8379461
955,7018075
956,9043889
957,296868
958,7252551
959,7163301
960,8120235
961,5459627
962,7931624
963,1710743
964,3485749
965,4155985
966,9806754
967,2426797
968,896479
969,9686295
970,907798
971,513961
972,4480646
973,9155321
974,5105816
975,9441081
976,7238521
977,6003899
978,9148129
979,1896475
980,4803544
981,955446
982,4257388
983,5529862
984,3822648
985,7933913
986,9132952
987,6729296
988,288876
989,5967918
990,1900642
991,8944931
992,9086033
993,596571
994,2005346
995,9910022
996,7786471
997,1090890
998,3858325
999,5807880
1000,3174739
1001,1198699
1002,3621604
1003,2405560
1004,3502786
1005,7411231
1006,4732649
1007,4069879
1008,3774018
1009,8205156
1010,5704013
1011,1993931
1012,9554536
1013,3831097
1014,8945602
1015,8687249
1016,6890051
1017,2218797
1018,6941087
1019,6129957
1020,5636799
1021,8224302
1022,4554110
1023,6662871
1024,1580996
1025,3059412
1026,5842692
1027,3808698
1028,1603233
1029,8183667
1030,6393359
1031,266416
1032,2823853
1033,5691558
1034,4941294
1035,5099055
1036,9898247
1037,9165409
1038,6815775
1039,1096442
1040,7961049
1041,1844308
1042,4007544
1043,4362613
1044,1399529
1045,9040273
1046,2517632
1047,3493391
1048,3736539
1049,5175677
1050,8809981
1051,8029999
1052,3171304
1053,1134448
1054,3009282
1055,3656027
1056,3082158
1057,4597470
1058,979387
1059,8073088
1060,1355358
1061,6165804
1062,5175261
1063,9236835
1064,2831670
1065,9887847
1066,3042220
1067,9592823
1068,6355655
1069,317501
1070,2999323
1071,5331896
1072,2030696
1073,9846711
1074,7464339
1075,2298076
1076,512136
1077,8395407
1078,142928
1079,8970824
1080,487855
1081,1919028
1082,1002414
1083,6020678
1084,6497628
1085,7279011
1086,7919927
1087,6651682
1088,5594385
1089,6399020
1090,7371719
1091,7064606
1092,8166442
1093,318371
1094,5617592
1095,1766403
1096,9797699
1097,6167627
1098,3004492
1099,7480308
1100,9584834
1101,5407307
1102,7338296
1103,8583565
1104,1381448
1105,439460
1106,5907039
1107,3520093
1108,7985436
1109,9774055
1110,4243190
1111,7481506
1112,4512395
1113,2761540
1114,2315134
1115,4561864
1116,4309555
1117,7860322
1118,9530358
1119,9988084
1120,2456615
1121,617656
1122,6708422
1123,1347652
1124,8409116
1125,810660
1126,4337959
1127,1237667
1128,2340168
1129,8751067
1130,2295986
1131,4711788
1132,9470656
1133,3709237
1134,2048810
1135,3406767
1136,5704395
1137,4063621
1138,191897
1139,5423965
1140,5663876
1141,5023662
1142,7460130
1143,5575334
1144,535952
1145,6358367
1146,4029397
1147,9223624
1148,4672786
1149,1806456
1150,3207153
1151,1538014
1152,4357280
1153,244408
1154,4046180
1155,3338544
1156,9530164
1157,6913364
1158,3572438
1159,9384054
1160,5490698
1161,6121769
1162,954224
1163,3601120
1164,7072527
1165,766699
1166,6947783
1167,6150557
1168,753312
1169,5586739
1170,4049419
1171,8549694
1172,4480483
1173,9740921
1174,3429803
1175,5522741
1176,5252381
1177,3231266
1178,7088404
1179,4521109
1180,1803060
1181,3851180
1182,4189532
1183,5847340
1184,6212360
1185,1590200
1186,5035511
1187,1213700
1188,2077219
1189,8133637
1190,338242
1191,543376
1192,3834419
1193,3718048
1194,5071613
1195,177538
1196,7316489
1197,3984693
1198,5405405
1199,1742112
1200,2326362
1201,5276899
1202,401970
1203,1075389
1204,381472
1205,5426127
1206,6135218
1207,1756213
1208,9269713
1209,5220961
1210,7748389
1211,5831220
1212,4805170
1213,3203962
1214,4378692
1215,475102
1216,9425724
1217,2228059
1218,491329
1219,3761952
1220,4085711
1221,4768504
1222,9147934
1223,207412
1224,9165369
1225,6544067
1226,8260482
1227,4233456
1228,5406414
1229,2818355
1230,1421190
1231,3022010
1232,3451529
1233,1463644
1234,9768772
1235,4680955
1236,5510711
1237,9814063
1238,5191457
1239,5058973
1240,8873660
1241,603771
1242,5045097
1243,7859084
1244,6216126
1245,3830870
1246,4083648
1247,9545043
1248,6290995
1249,6362344
1250,4470853
1251,3082581
1252,1124017
1253,2675058
1254,4934310
1255,7422107
1256,169745
1257,188915
1258,3195038
1259,1388040
1260,964348
1261,1682571
1262,779739
1263,3296005
1264,6210743
1265,3038340
1266,5422739
1267,9860907
1268,1005309
1269,4367188
1270,9210079
1271,8743165
1272,7324708
1273,8033199
1274,2313658
1275,3569895
1276,1601776
1277,8268959
1278,6762829
1279,7873995
1280,3175034
1281,8116947
1282,3665567
1283,4986973
1284,3470263
1285,494283
1286,172445
1287,8116808
1288,3063356
1289,2711558
1290,6750501
1291,283863
1292,9694381
1293,7123281
1294,6183021
1295,4597508
1296,7389815
1297,7492716
1298,6029842
1299,7512772
1300,1691763
1301,300660
1302,6309794
1303,4208596
1304,3900336
1305,5708048
1306,6296878
1307,624966
1308,1665955
1309,9174320
1310,5126533
1311,4958123
1312,9838222
1313,2683583
1314,5703226
1315,9878091
1316,4364746
1317,4302202
1318,6703952
1319,4677066
1320,1518114
1321,3620254
1322,7057652
1323,2443599
1324,1662057
1325,2326086
1326,9971320
1327,9658935
1328,600499
1329,3782702
1330,2765044
1331,973174
1332,5402262
1333,6208776
1334,2274248
1335,9544195
1336,2677988
1337,2110598
1338,3667577
1339,1808798
1340,1973126
1341,8743786
1342,950281
1343,5290026
1344,2373527
1345,4309400
1346,4622339
1347,2729872
1348,1557492
1349,5661886
1350,6285580
1351,408762
1352,6975402
1353,3628923
1354,4422385
1355,7315664
1356,246451
1357,9067494
1358,2501316
1359,3778589
1360,7244556
1361,7753804
1362,4796854
1363,1411664
1364,1450162
1365,8746761
1366,1323137
1367,1849197
1368,6726314
1369,4758224
1370,1418866
1371,1612618
1372,6055790
1373,5866344
1374,2918076
1375,9530205
1376,3853796
1377,9894709
1378,331948
1379,8857107
1380,6839952
1381,5438477
1382,306691
1383,7109552
1384,9163059
1385,6270317
1386,5620901
1387,2663720
1388,632639
1389,8897472
1390,5662572
1391,209538
1392,1503717
1393,3745744
1394,6585351
1395,1390085
1396,6367279
1397,2629385
1398,7479285
1399,8432249
1400,1379757
1401,186967
1402,8641604
1403,4853456
1404,1423213
1405,4299641
1406,4279379
1407,3596726
1408,338913
1409,6629254
1410,9223302
1411,6400530
1412,6418363
1413,1367173
1414,4661171
1415,632912
1416,7906673
1417,2338679
1418,2440960
1419,9679450
1420,5262777
1421,8561714
1422,100617
1423,7551020
1424,487529
1425,1255389
1426,1785885
1427,4955949
1428,657512
1429,2123306
1430,1775042
1431,5675533
1432,1588909
1433,9783947
1434,8181508
1435,8800970
1436,4555616
1437,6297868
1438,5647612
1439,3097975
1440,113302
1441,5870402
1442,5533577
1443,880638
1444,1743667
1445,4437922
1446,4855029
1447,7100683
1448,712277
1449,6241556
1450,6670859
1451,6191986
1452,6596798
1453,5068217
1454,2193508
1455,7192920
1456,4118579
1457,4989665
1458,6417460
1459,6142482
1460,575710
1461,379986
1462,3089283
1463,1633403
1464,6198020
1465,1276714
1466,1058070
1467,1721122
1468,1524079
1469,1266191
1470,2697545
1471,1079712
1472,5314570
1473,9817360
1474,3562551
1475,4664102
1476,7029913
1477,2494405
1478,7490702
1479,6884814
1480,8104925
1481,3210984
1482,6331397
1483,1357448
1484,1194880
1485,2733631
1486,8027321
1487,6933412
1488,6007002
1489,6226140
1490,9163216
1491,5185085
1492,6599397
1493,9915993
1494,9798750
1495,9371228
1496,5974110
1497,6404526
1498,5958560
1499,4121119
1500,6809884
1501,2201778
1502,7218655
1503,6393748
1504,4673240
1505,7424715
1506,8912409
1507,6788491
1508,1130593
1509,7896728
1510,5814873
1511,3222971
1512,4540826
1513,2694171
1514,8235098
1515,2338997
1516,7370556
1517,8548201
1518,5952640
1519,4452708
1520,4601036
1521,1239067
1522,2775238
1523,7361095
1524,6317370
1525,4636189
1526,4301965
1527,4461565
1528,2559082
1529,9680747
1530,1968418
1531,4487405
1532,8443374
1533,2755794
1534,2543625
1535,8495112
1536,7207699
1537,1066710
1538,5307090
1539,6094749
1540,6646392
1541,7532764
1542,2972288
1543,6893162
1544,1645152
1545,2432510
1546,4431517
1547,427124
1548,961129
1549,2853583
1550,8580085
1551,7257432
1552,4480239
1553,6315692
1554,8770706
1555,485468
1556,2539507
1557,3046371
1558,964853
1559,8687420
1560,7025866
1561,1319990
1562,1422168
1563,9456061
1564,2359434
1565,3441847
1566,3501712
1567,9435140
1568,8269833
1569,2392959
1570,2470763
1571,4321399
1572,7669103
1573,6127937
1574,1267138
1575,7356671
1576,2997201
1577,4391033
1578,8674901
1579,7123915
1580,5417505
1581,6912357
1582,4884008
1583,3359520
1584,3306084
1585,2470406
1586,2438701
1587,3922216
1588,9118531
1589,5787251
1590,3008003
1591,2981154
1592,4178452
1593,516918
1594,6125461
1595,3109810
1596,9528034
1597,875217
1598,4548761
1599,6225023
1600,4563074
1601,4822556
1602,5717818
1603,8768810
1604,2419526
1605,266232
1606,6538790
1607,3613054
1608,8208600
1609,593441
1610,7057700
1611,8223853
1612,9883075
1613,438371
1614,5111799
1615,7424278
1616,2021788
1617,1054040
1618,4286848
1619,5635108
1620,6678402
1621,6116285
1622,2436027
1623,9127506
1624,4019980
1625,9951014
1626,5806665
1627,5351037
1628,4867334
1629,5569896
1630,2729115
1631,8799930
1632,8307826
1633,4021932
1634,7160942
1635,2850484
1636,7402530
1637,8092645
1638,4357500
1639,608370
1640,8521008
1641,9004201
1642,495916
1643,8187002
1644,9480457
1645,2081195
1646,2905441
1647,3946601
1648,2759540
1649,1368374
1650,9951840
1651,2419840
1652,7943711
1653,4629980
1654,3485881
1655,8831150
1656,2431992
1657,6807776
1658,8000180
1659,8419720
1660,5729414
1661,4797615
1662,6929471
1663,2024393
1664,3117375
1665,5072465
1666,8996040
1667,6767371
1668,9156892
1669,6138527
1670,5588791
1671,8024814
1672,9791384
1673,2984728
1674,4724822
1675,2847663
1676,330096
1677,4216952
1678,7820093
1679,6851214
1680,8172418
1681,3973723
1682,4252268
1683,3246265
1684,7029977
1685,7516584
1686,8786205
1687,3247708
1688,2006450
1689,8652987
1690,5431846
1691,3945932
1692,2914372
1693,9208751
1694,8743043
1695,8530596
1696,4742972
1697,911250
1698,1543478
1699,4182437
1700,2598464
1701,208336
1702,7089903
1703,6777174
1704,7818553
1705,6677267
1706,694399
1707,623931
1708,4945592
1709,7062453
1710,9105372
1711,198941
1712,6713349
1713,9328140
1714,223569
1715,1030135
1716,2677838
1717,6222034
1718,7759958
1719,4109766
1720,9204404
1721,2932736
1722,7883888
1723,1263731
1724,1645679
1725,4503025
1726,6376489
1727,6741425
1728,2346384
1729,8928029
1730,578061
1731,2496148
1732,2040940
1733,3251923
1734,3663230
1735,3148237
1736,9614858
1737,5631743
1738,7226338
1739,8246492
1740,1689056
1741,8047956
1742,5414692
1743,8609528
1744,8429900
1745,8159703
1746,9598628
1747,4982788
1748,8080604
1749,7159919
1750,2885776
1751,4176221
1752,6571742
1753,6322062
1754,7628987
1755,4740965
1756,1874348
1757,6902073
1758,3119984
1759,2518495
1760,3040623
1761,2823123
1762,5500156
1763,9949962
1764,3139084
1765,8745207
1766,4315801
1767,1761547
1768,8243917
1769,7754104
1770,3262925
1771,4480360
1772,4951547
1773,4573099
1774,9491703
1775,5438861
1776,7708738
1777,6913538
1778,8821465
1779,1955477
1780,5797396
1781,1528258
1782,3342493
1783,587853
1784,320075
1785,2477513
1786,2293996
1787,3385789
1788,6035475
1789,8049215
1790,4482226
1791,9010613
1792,3761632
1793,281514
1794,8824249
1795,4695026
1796,4280107
1797,8922850
1798,7620055
1799,3079345
1800,292407
1801,172306
1802,5090629
1803,2353378
1804,8578462
1805,4738277
1806,8156779
1807,1573150
1808,6610502
1809,727097
1810,9036527
1811,6659407
1812,8220942
1813,754472
1814,2876947
1815,7174631
1816,6330204
1817,5373312
1818,3194630
1819,7540490
1820,3941598
1821,6798899
1822,6016844
1823,2553397
1824,591340
1825,2042502
1826,7668714
1827,7465822
1828,879933
1829,9961344
1830,9196514
1831,8451227
1832,6022752
1833,6167236
1834,8011516
1835,8371946
1836,9712019
1837,6844246
1838,5708140
1839,3909738
1840,7226714
1841,3903544
1842,9946990
1843,4294281
1844,4471104
1845,6141100
1846,828052
1847,8339033
1848,4058675
1849,9222064
1850,8806426
1851,1872145
1852,8798519
1853,8474815
1854,8790396
1855,9000516
1856,8291585
1857,7874683
1858,4001438
1859,8706907
1860,2696408
1861,3332277
1862,9965913
1863,3532532
1864,5345519
1865,9099752
1866,3518494
1867,5806928
1868,6259785
1869,6676551
1870,9494118
1871,2838349
1872,7637045
1873,6567604
1874,9421457
1875,4425773
1876,7978985
1877,2485672
1878,8901681
1879,6237616
1880,7150109
1881,7591414
1882,4987823
1883,1530807
1884,1877302
1885,4867590
1886,6248604
1887,3572725
1888,3348032
1889,4706568
1890,5655241
1891,8403791
1892,4483996
1893,6120030
1894,5497837
1895,6195451
1896,3234474
1897,5252956
1898,4278557
1899,4046706
1900,2453100
1901,9683712
1902,2477524
1903,2146290
1904,4556494
1905,8817107
1906,3061046
1907,9553114
1908,8339940
1909,2105589
1910,2559817
1911,8215345
1912,2920934
1913,4373184
1914,5561506
1915,8495901
1916,8032862
1917,3306256
1918,4268494
1919,6809028
1920,4453810
1921,8768354
1922,6563314
1923,1264608
1924,6290873
1925,9045801
1926,8666604
1927,1399242
1928,4584578
1929,7407322
1930,2312610
1931,231460
1932,1750516
1933,5054980
1934,7550962
1935,7963972
1936,7162099
1937,9236518
1938,3358848
1939,8206097
1940,1599909
1941,880166
1942,8466251
1943,6137521
1944,5920650
1945,7779870
1946,6016316
1947,6508914
1948,5462494
1949,4772707
1950,8940306
1951,1031482
1952,9287745
1953,7756788
1954,6202813
1955,9523068
1956,110248
1957,9322028
1958,189169
1959,1767903
1960,3253189
1961,9026306
1962,2216285
1963,6219017
1964,3006943
1965,3962473
1966,5336574
1967,1159755
1968,7475527
1969,7708663
1970,191975
1971,3862481
1972,6070067
1973,8450544
1974,6507081
1975,101755
1976,1801364
1977,576352
1978,3671560
1979,7818067
1980,3444226
1981,4108919
1982,4005892
1983,1863791
1984,4282585
1985,8632694
1986,6564489
1987,9462613
1988,2387138
1989,8000717
1990,9912745
1991,6635274
1992,2375402
1993,2198215
1994,4272470
1995,7515880
1996,8655723
1997,2525808
1998,3880703
1999,1274806
2000,2700078
2001,6075515
2002,2458404
2003,1144369
2004,3163758
2005,3809186
2006,578078
2007,1002196
2008,6465416
2009,6403446
2010,5437138
2011,8795411
2012,6947881
2013,4309877
2014,8498162
2015,329726
2016,2954820
2017,7385613
2018,7260052
2019,113015
2020,7313694
2021,4143335
2022,159617
2023,3195354
2024,6047832
2025,874726
2026,9751906
2027,5623382
2028,4786373
2029,621579
2030,6475313
2031,292830
2032,1512612
2033,2253387
2034,6885677
2035,4863449
2036,7581515
2037,794102
2038,6330010
2039,7367261
2040,6434783
2041,1288900
2042,8273832
2043,1996118
2044,2587963
2045,6262056
2046,639610
2047,8186105
2048,6297465
2049,6799337
2050,948057
2051,3303359
2052,6054538
2053,1656399
2054,8855335
2055,2986551
2056,661306
2057,4478062
2058,4188027
2059,8821224
2060,621777
2061,5591199
2062,9080000
2063,9190783
2064,5124659
2065,6334464
2066,6875812
2067,5107321
2068,4973562
2069,6152761
2070,8523916
2071,2655862
2072,8967563
2073,5137911
2074,5499400
2075,8440290
2076,9425820
2077,9357589
2078,9266877
2079,1533487
2080,8541542
2081,3907573
2082,3472840
2083,4676542
2084,5694088
2085,8021884
2086,1923899
2087,588830
2088,5905803
2089,5377910
2090,8294414
2091,3916647
2092,6287941
2093,6798725
2094,7805602
2095,4168225
2096,7039396
2097,5820508
2098,8111727
2099,8547332
2100,6655775
2101,3248133
2102,1725379
2103,779644
2104,8123394
2105,8942276
2106,8416213
2107,2813236
2108,4665908
2109,7785701
2110,5761115
2111,2606147
2112,380570
2113,4717703
2114,7637418
2115,9804478
2116,3323396
2117,6441028
2118,2895323
2119,6475484
2120,5445180
2121,5876718
2122,4609510
2123,8524002
2124,8941855
2125,5535502
2126,9373834
2127,1289135
2128,2359155
2129,4641739
2130,3257094
2131,4019840
2132,4939117
2133,7602967
2134,5406698
2135,3093909
2136,857044
2137,4005081
2138,9709627
2139,3043909
2140,6562769
2141,8490284
2142,4400398
2143,4692802
2144,1659191
2145,2389527
2146,9288416
2147,2206583
2148,9308410
2149,1805873
2150,3139257
2151,2040124
2152,7141607
2153,7441099
2154,2824996
2155,2907527
2156,9853982
2157,7623438
2158,5561004
2159,3456217
2160,1521143
2161,6194371
2162,845746
2163,9319441
2164,4063753
2165,2290372
2166,2757130
2167,4913952
2168,3791842
2169,2512461
2170,1941967
